scientific_name;sharecount;article_cnt;gl_hits;Charisma;Kingdom;Class;Order;Family;Genus;Species;Listing;NativeDistributionFullNames;Extinct_Distribution;common_name
Carduelis cucullata;711.0;14;29200;0;Animalia;Aves;Passeriformes;Fringillidae;Carduelis;cucullata;I;Colombia,Guyana,Venezuela (Bolivarian Republic of);Trinidad and Tobago;Red Siskin
Fregata andrewsi;710.0;11;19500;0;Animalia;Aves;Pelecaniformes;Fregatidae;Fregata;andrewsi;I;Australia,Brunei Darussalam,China,Christmas Island,Cocos (Keeling) Islands,Hong Kong, SAR,India,Indonesia,Japan,Kenya,Malaysia,Singapore,Sri Lanka,Thailand,Timor-Leste,Viet Nam;; Christmas Frigatebird
Fregata andrewsi;710.0;11;19500;0;Animalia;Aves;Pelecaniformes;Fregatidae;Fregata;andrewsi;I;Australia,Brunei Darussalam,China,Christmas Island,Cocos (Keeling) Islands,Hong Kong, SAR,India,Indonesia,Japan,Kenya,Malaysia,Singapore,Sri Lanka,Thailand,Timor-Leste,Viet Nam;; Christmas Island Frigatebird
Andrias davidianus;679.0;27;60700;0;Animalia;Amphibia;Caudata;Cryptobranchidae;Andrias;davidianus;I;China;;Chinese Giant Salamander
Eulemur collaris;678.0;2;10200;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;collaris;I;Madagascar;;Collared Brown Lemur
Rhynchopsitta pachyrhyncha;672.0;11;14800;0;Animalia;Aves;Psittaciformes;Psittacidae;Rhynchopsitta;pachyrhyncha;I;Mexico;;Thick-billed Parrot
Propithecus diadema;658.0;10;30400;0;Animalia;Mammalia;Primates;Indriidae;Propithecus;diadema;I;Madagascar;;Diademed Sifaka
Bettongia tropica;650.0;8;15700;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;tropica;I;Australia;;Northern Bettong
Eulemur albifrons;644.0;4;10900;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;albifrons;I;Madagascar;;White-fronted Brown Lemur
Eulemur albifrons;644.0;4;10900;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;albifrons;I;Madagascar;; White-fronted Lemur
Plethobasus cooperianus;634.0;5;6030;0;Animalia;Bivalvia;Unionoida;Unionidae;Plethobasus;cooperianus;I;United States of America;; Orangefoot pimpleback
Plethobasus cooperianus;634.0;5;6030;0;Animalia;Bivalvia;Unionoida;Unionidae;Plethobasus;cooperianus;I;United States of America;; Orange-foot Pimpleback
Buceros bicornis;618.0;48;80400;0;Animalia;Aves;Coraciiformes;Bucerotidae;Buceros;bicornis;I;Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Singapore,Thailand,Viet Nam;; Great Hornbill
Buceros bicornis;618.0;48;80400;0;Animalia;Aves;Coraciiformes;Bucerotidae;Buceros;bicornis;I;Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Singapore,Thailand,Viet Nam;; Great Indian Hornbill
Buceros bicornis;618.0;48;80400;0;Animalia;Aves;Coraciiformes;Bucerotidae;Buceros;bicornis;I;Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Singapore,Thailand,Viet Nam;; Great Pied Hornbill
Buceros bicornis;618.0;48;80400;0;Animalia;Aves;Coraciiformes;Bucerotidae;Buceros;bicornis;I;Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Singapore,Thailand,Viet Nam;; Indian Hornbill
Heteroglaux blewitti;605.0;21;8380;0;Animalia;Aves;Strigiformes;Strigidae;Heteroglaux;blewitti;I;India;; Forest Owlet
Heteroglaux blewitti;605.0;21;8380;0;Animalia;Aves;Strigiformes;Strigidae;Heteroglaux;blewitti;I;India;; Forest Spotted Owlet
Lepilemur ankaranensis;596.0;1;3090;0;Animalia;Mammalia;Primates;Lepilemuridae;Lepilemur;ankaranensis;I;Madagascar;;Ankarana Sportive Lemur
Dama dama mesopotamica;574.0;42;23200;0;Animalia;Mammalia;Artiodactyla;Cervidae;Dama;dama;I;Iran (Islamic Republic of),Iraq;Israel,Jordan,Lebanon; Persian Fallow Deer
Psammobates geometricus;567.0;18;12400;0;Animalia;Reptilia;Testudines;Testudinidae;Psammobates;geometricus;I;South Africa;;Geometric Tortoise
Saguinus oedipus;559.0;24;113000;1;Animalia;Mammalia;Primates;Cebidae;Saguinus;oedipus;I;Colombia,Panama;; Cotton-top Tamarin
Callithrix aurita;555.0;2;26500;0;Animalia;Mammalia;Primates;Cebidae;Callithrix;aurita;I;Brazil;;Buffy-tufted-ear Marmoset
Varecia rubra;554.0;19;40300;0;Animalia;Mammalia;Primates;Lemuridae;Varecia;rubra;I;Madagascar;;Red-ruffed lemur
Trichechus inunguis;550.0;14;48900;0;Animalia;Mammalia;Sirenia;Trichechidae;Trichechus;inunguis;I;Brazil,Colombia,Ecuador,Guyana,Peru,Venezuela (Bolivarian Republic of);;Amazonian Manatee
Anas aucklandica;525.0;24;12100;0;Animalia;Aves;Anseriformes;Anatidae;Anas;aucklandica;I;New Caledonia,New Zealand;; Auckland teal
Anas aucklandica;525.0;24;12100;0;Animalia;Aves;Anseriformes;Anatidae;Anas;aucklandica;I;New Caledonia,New Zealand;; Brown Teal
Anas aucklandica;525.0;24;12100;0;Animalia;Aves;Anseriformes;Anatidae;Anas;aucklandica;I;New Caledonia,New Zealand;; Flightless Teal
Crocodylus siamensis;523.0;26;77800;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;siamensis;I;Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Thailand,Viet Nam;;Siamese Crocodile
Naemorhedus goral;523.0;15;23100;0;Animalia;Mammalia;Artiodactyla;Bovidae;Naemorhedus;goral;I;Bhutan,China,India,Nepal,Pakistan;;Goral
Naemorhedus goral;523.0;15;23100;0;Animalia;Mammalia;Artiodactyla;Bovidae;Naemorhedus;goral;I;Bhutan,China,India,Nepal,Pakistan;; Himalayan Goral
Piliocolobus rufomitratus;508.0;3;6860;0;Animalia;Mammalia;Primates;Cercopithecidae;Piliocolobus;rufomitratus;I;Kenya;;Tana River Red Colobus
Numenius tenuirostris;500.0;7;51800;0;Animalia;Aves;Charadriiformes;Scolopacidae;Numenius;tenuirostris;I;Albania,Algeria,Austria,Azerbaijan,Belgium,Bosnia and Herzegovina,Bulgaria,Canada,Croatia,Cyprus,Czech Republic,Egypt,France,Georgia,Germany,Greece,Hungary,Iran (Islamic Republic of),Iraq,Israel,Italy,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Latvia,Libya,Malta,Montenegro,Morocco,Netherlands,Oman,Poland,Portugal,Romania,Russian Federation,Serbia,Slovakia,Slovenia,Spain,Switzerland,Tunisia,Turkey,Turkmenistan,Ukraine,Uzbekistan,Yemen;;Slender-billed Curlew
Lygodactylus williamsi;495.0;3;39700;0;Animalia;Reptilia;Sauria;Gekkonidae;Lygodactylus;williamsi;I;United Republic of Tanzania;;Turquoise dwarf gecko
Lygodactylus williamsi;495.0;3;39700;0;Animalia;Reptilia;Sauria;Gekkonidae;Lygodactylus;williamsi;I;United Republic of Tanzania;; Williams' Dwarf Gecko
Crocodylus moreletii;494.0;16;55200;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;moreletii;I/II;Belize,Guatemala,Mexico;; Morelet's Crocodile
Paphiopedilum insigne;491.0;1;41900;0;Plantae;;Orchidales;Orchidaceae;Paphiopedilum;insigne;I;China,India,Nepal,Thailand;;Splendid paphiopedilum
Amazona finschi;490.0;6;22800;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;finschi;I;Mexico;;Lilac-crowned Amazon
Amazona finschi;490.0;6;22800;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;finschi;I;Mexico;; Lilac-crowned Parrot
Ara militaris;486.0;18;117000;1;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;I;Bolivia (Plurinational State of),Colombia,Ecuador,Mexico,Peru,Venezuela (Bolivarian Republic of);Argentina,Guatemala;Military Macaw
Tomistoma schlegelii;479.0;38;57900;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Tomistoma;schlegelii;I;Indonesia,Malaysia;Thailand;False Gavial
Tomistoma schlegelii;479.0;38;57900;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Tomistoma;schlegelii;I;Indonesia,Malaysia;Thailand; False Gharial
Tomistoma schlegelii;479.0;38;57900;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Tomistoma;schlegelii;I;Indonesia,Malaysia;Thailand; Malayan Gharial
Tomistoma schlegelii;479.0;38;57900;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Tomistoma;schlegelii;I;Indonesia,Malaysia;Thailand; Sunda gharial
Tomistoma schlegelii;479.0;38;57900;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Tomistoma;schlegelii;I;Indonesia,Malaysia;Thailand; Tomistoma
Prolemur simus;479.0;22;33400;0;Animalia;Mammalia;Primates;Lemuridae;Prolemur;simus;I;Madagascar;; Greater Bamboo Lemur
Scleropages formosus;478.0;56;110000;1;Animalia;Actinopteri;Osteoglossiformes;Osteoglossidae;Scleropages;formosus;I;Cambodia,Indonesia,Malaysia,Thailand,Viet Nam;;Arowana
Scleropages formosus;478.0;56;110000;1;Animalia;Actinopteri;Osteoglossiformes;Osteoglossidae;Scleropages;formosus;I;Cambodia,Indonesia,Malaysia,Thailand,Viet Nam;; Asian Arowana
Scleropages formosus;478.0;56;110000;1;Animalia;Actinopteri;Osteoglossiformes;Osteoglossidae;Scleropages;formosus;I;Cambodia,Indonesia,Malaysia,Thailand,Viet Nam;; Dragonfish
Scleropages formosus;478.0;56;110000;1;Animalia;Actinopteri;Osteoglossiformes;Osteoglossidae;Scleropages;formosus;I;Cambodia,Indonesia,Malaysia,Thailand,Viet Nam;; Golden Arowana
Scleropages formosus;478.0;56;110000;1;Animalia;Actinopteri;Osteoglossiformes;Osteoglossidae;Scleropages;formosus;I;Cambodia,Indonesia,Malaysia,Thailand,Viet Nam;; Kelesa
Stangeria eriopus;476.0;23;14300;0;Plantae;;Cycadales;Stangeriaceae;Stangeria;eriopus;I;Eswatini,Mozambique,South Africa;;Cycad
Stangeria eriopus;476.0;23;14300;0;Plantae;;Cycadales;Stangeriaceae;Stangeria;eriopus;I;Eswatini,Mozambique,South Africa;; Stangeria
Lophophorus impejanus;465.0;29;46800;0;Animalia;Aves;Galliformes;Phasianidae;Lophophorus;impejanus;I;Afghanistan,Bhutan,China,India,Myanmar,Nepal,Pakistan;;Himalayan Monal
Lophophorus impejanus;465.0;29;46800;0;Animalia;Aves;Galliformes;Phasianidae;Lophophorus;impejanus;I;Afghanistan,Bhutan,China,India,Myanmar,Nepal,Pakistan;; Impeyan Pheasant
Lophophorus impejanus;465.0;29;46800;0;Animalia;Aves;Galliformes;Phasianidae;Lophophorus;impejanus;I;Afghanistan,Bhutan,China,India,Myanmar,Nepal,Pakistan;; Monal Pheasant
Ozotoceros bezoarticus;451.0;11;59400;0;Animalia;Mammalia;Artiodactyla;Cervidae;Ozotoceros;bezoarticus;I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Uruguay;;Pampas Deer
Araucaria araucana;448.0;24;311000;1;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;I;Argentina,Chile;;Chilean Pine
Araucaria araucana;448.0;24;311000;1;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;I;Argentina,Chile;; Chile Pine
Araucaria araucana;448.0;24;311000;1;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;I;Argentina,Chile;; Monkey Puzzle
Araucaria araucana;448.0;24;311000;1;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;I;Argentina,Chile;; Parana Pine
Rucervus duvaucelii;442.0;35;27200;0;Animalia;Mammalia;Artiodactyla;Cervidae;Rucervus;duvaucelii;I;Bhutan,India,Nepal;Bangladesh,Pakistan;Barasingha
Rucervus duvaucelii;442.0;35;27200;0;Animalia;Mammalia;Artiodactyla;Cervidae;Rucervus;duvaucelii;I;Bhutan,India,Nepal;Bangladesh,Pakistan; Swamp Deer
Oreonax flavicauda;442.0;11;23600;0;Animalia;Mammalia;Primates;Atelidae;Oreonax;flavicauda;I;Brazil,Peru;;Yellow-tailed Woolly Monkey
Grus japonensis;438.0;18;154000;1;Animalia;Aves;Gruiformes;Gruidae;Grus;japonensis;I;China,Democratic People's Republic of Korea,Japan,Mongolia,Republic of Korea,Russian Federation,Taiwan, Province of China;;Japanese Crane
Grus japonensis;438.0;18;154000;1;Animalia;Aves;Gruiformes;Gruidae;Grus;japonensis;I;China,Democratic People's Republic of Korea,Japan,Mongolia,Republic of Korea,Russian Federation,Taiwan, Province of China;; Manchurian Crane
Grus japonensis;438.0;18;154000;1;Animalia;Aves;Gruiformes;Gruidae;Grus;japonensis;I;China,Democratic People's Republic of Korea,Japan,Mongolia,Republic of Korea,Russian Federation,Taiwan, Province of China;; Red-crowned Crane
Bettongia gaimardi;438.0;25;15100;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;gaimardi;I;Australia;;Eastern Bettong
Bettongia gaimardi;438.0;25;15100;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;gaimardi;I;Australia;; Southern bettong
Bettongia gaimardi;438.0;25;15100;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;gaimardi;I;Australia;; Tasmanian Bettong
Geronticus eremita;425.0;26;95700;0;Animalia;Aves;Ciconiiformes;Threskiornithidae;Geronticus;eremita;I;Algeria,Cabo Verde,Eritrea,Ethiopia,Germany,Israel,Mali,Mauritania,Morocco,Portugal,Saudi Arabia,Somalia,Spain,Sudan [prior to secession of South Sudan],Syrian Arab Republic,Western Sahara,Yemen;Egypt,Greece,Senegal;Bald Ibis
Geronticus eremita;425.0;26;95700;0;Animalia;Aves;Ciconiiformes;Threskiornithidae;Geronticus;eremita;I;Algeria,Cabo Verde,Eritrea,Ethiopia,Germany,Israel,Mali,Mauritania,Morocco,Portugal,Saudi Arabia,Somalia,Spain,Sudan [prior to secession of South Sudan],Syrian Arab Republic,Western Sahara,Yemen;Egypt,Greece,Senegal; Hermit Ibis
Geronticus eremita;425.0;26;95700;0;Animalia;Aves;Ciconiiformes;Threskiornithidae;Geronticus;eremita;I;Algeria,Cabo Verde,Eritrea,Ethiopia,Germany,Israel,Mali,Mauritania,Morocco,Portugal,Saudi Arabia,Somalia,Spain,Sudan [prior to secession of South Sudan],Syrian Arab Republic,Western Sahara,Yemen;Egypt,Greece,Senegal; Northern Bald Ibis
Daubentonia madagascariensis;423.0;16;89500;0;Animalia;Mammalia;Primates;Daubentoniidae;Daubentonia;madagascariensis;I;Madagascar;;Aye-aye
Asarcornis scutulata;417.0;19;28400;0;Animalia;Aves;Anseriformes;Anatidae;Asarcornis;scutulata;I;Bangladesh,Cambodia,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand,Viet Nam;;White-winged Duck
Asarcornis scutulata;417.0;19;28400;0;Animalia;Aves;Anseriformes;Anatidae;Asarcornis;scutulata;I;Bangladesh,Cambodia,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand,Viet Nam;; White-winged Wood Duck
Blastocerus dichotomus;405.0;20;63100;0;Animalia;Mammalia;Artiodactyla;Cervidae;Blastocerus;dichotomus;I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Peru;Uruguay;Marsh Deer
Mandrillus sphinx;404.0;17;146000;1;Animalia;Mammalia;Primates;Cercopithecidae;Mandrillus;sphinx;I;Cameroon,Congo,Equatorial Guinea,Gabon;;Mandrill
Cervus elaphus hanglu;402.0;41;8910;0;Animalia;Mammalia;Artiodactyla;Cervidae;Cervus;elaphus;I;India;Pakistan;Hangul
Cervus elaphus hanglu;402.0;41;8910;0;Animalia;Mammalia;Artiodactyla;Cervidae;Cervus;elaphus;I;India;Pakistan; Kashmir Deer
Cervus elaphus hanglu;402.0;41;8910;0;Animalia;Mammalia;Artiodactyla;Cervidae;Cervus;elaphus;I;India;Pakistan; Kashmir Red Deer
Cervus elaphus hanglu;402.0;41;8910;0;Animalia;Mammalia;Artiodactyla;Cervidae;Cervus;elaphus;I;India;Pakistan; Kashmir Stag
Amazona leucocephala;399.0;9;35500;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;leucocephala;I;Bahamas,Cayman Islands (United Kingdom),Cuba;;Bahamas Parrot
Amazona leucocephala;399.0;9;35500;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;leucocephala;I;Bahamas,Cayman Islands (United Kingdom),Cuba;; Cuban Amazon
Amazona leucocephala;399.0;9;35500;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;leucocephala;I;Bahamas,Cayman Islands (United Kingdom),Cuba;; Cuban Parrot
Amazona leucocephala;399.0;9;35500;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;leucocephala;I;Bahamas,Cayman Islands (United Kingdom),Cuba;; Caribbean Amazon
Crocodylus rhombifer;390.0;13;42200;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;rhombifer;I;Cuba;;Cuban Crocodile
Caperea marginata;384.0;23;36900;0;Animalia;Mammalia;Cetacea;Neobalaenidae;Caperea;marginata;I;Argentina,Australia,Chile,Falkland Islands (Malvinas),French Southern and Antarctic Territories,Namibia,New Zealand,South Africa;;Pygmy Right Whale
Macrocephalon maleo;376.0;9;37900;0;Animalia;Aves;Galliformes;Megapodiidae;Macrocephalon;maleo;I;Indonesia;; Maleo
Callimico goeldii;367.0;23;50400;0;Animalia;Mammalia;Primates;Cebidae;Callimico;goeldii;I;Bolivia (Plurinational State of),Brazil,Colombia,Peru;;Callimico
Callimico goeldii;367.0;23;50400;0;Animalia;Mammalia;Primates;Cebidae;Callimico;goeldii;I;Bolivia (Plurinational State of),Brazil,Colombia,Peru;; Goeldi's Marmoset
Callimico goeldii;367.0;23;50400;0;Animalia;Mammalia;Primates;Cebidae;Callimico;goeldii;I;Bolivia (Plurinational State of),Brazil,Colombia,Peru;; Goeldi's Monkey
Houbaropsis bengalensis;366.0;15;29700;0;Animalia;Aves;Gruiformes;Otididae;Houbaropsis;bengalensis;I;India,Nepal,Viet Nam;Bangladesh; Bengal Florican
Cophotis ceylanica;347.0;3;4710;0;Animalia;Reptilia;Sauria;Agamidae;Cophotis;ceylanica;I;Sri Lanka;;Pygmy lizard
Presbytis potenziani;343.0;10;10500;0;Animalia;Mammalia;Primates;Cercopithecidae;Presbytis;potenziani;I;Indonesia;; Long-tailed Langur
Avahi laniger;340.0;12;15900;0;Animalia;Mammalia;Primates;Indriidae;Avahi;laniger;I;Madagascar;;Avahi
Avahi laniger;340.0;12;15900;0;Animalia;Mammalia;Primates;Indriidae;Avahi;laniger;I;Madagascar;; Woolly Lemur
Andrias japonicus;333.0;11;42600;0;Animalia;Amphibia;Caudata;Cryptobranchidae;Andrias;japonicus;I;Japan;;Japanese Giant Salamander
Vipera ursinii;326.0;2;61700;0;Animalia;Reptilia;Serpentes;Viperidae;Vipera;ursinii;I;Albania,Armenia,Austria,Azerbaijan,Bosnia and Herzegovina,China,Croatia,France,Georgia,Greece,Hungary,Iran (Islamic Republic of),Italy,Kazakhstan,Kyrgyzstan,Montenegro,North Macedonia,Republic of Moldova,Romania,Russian Federation,Serbia,Slovakia,Slovenia,Turkey,Ukraine,Uzbekistan;Bulgaria; Meadow Viper
Vipera ursinii;326.0;2;61700;0;Animalia;Reptilia;Serpentes;Viperidae;Vipera;ursinii;I;Albania,Armenia,Austria,Azerbaijan,Bosnia and Herzegovina,China,Croatia,France,Georgia,Greece,Hungary,Iran (Islamic Republic of),Italy,Kazakhstan,Kyrgyzstan,Montenegro,North Macedonia,Republic of Moldova,Romania,Russian Federation,Serbia,Slovakia,Slovenia,Turkey,Ukraine,Uzbekistan;Bulgaria; Orsini's Viper
Romerolagus diazi;324.0;10;38600;0;Animalia;Mammalia;Lagomorpha;Leporidae;Romerolagus;diazi;I;Mexico;;Volcano Rabbit
Equus hemionus hemionus;324.0;5;12500;0;Animalia;Mammalia;Perissodactyla;Equidae;Equus;hemionus;I;China,Kazakhstan,Mongolia,Russian Federation;; Mongolian Wild Ass
Equus hemionus hemionus;324.0;5;12500;0;Animalia;Mammalia;Perissodactyla;Equidae;Equus;hemionus;I;China,Kazakhstan,Mongolia,Russian Federation;;Dziggetai
Rhynochetos jubatus;323.0;5;25400;0;Animalia;Aves;Gruiformes;Rhynochetidae;Rhynochetos;jubatus;I;New Caledonia;;Kagu
Hylobates pileatus;314.0;7;24000;0;Animalia;Mammalia;Primates;Hylobatidae;Hylobates;pileatus;I;Cambodia,Lao People's Democratic Republic,Thailand,Viet Nam;; Pileated Gibbon
Pteropus mariannus;308.0;1;15700;0;Animalia;Mammalia;Chiroptera;Pteropodidae;Pteropus;mariannus;I;Guam,Northern Mariana Islands;;Marianas flying fox
Pteropus mariannus;308.0;1;15700;0;Animalia;Mammalia;Chiroptera;Pteropodidae;Pteropus;mariannus;I;Guam,Northern Mariana Islands;; Marianas fruit bat
Psittacula echo;308.0;3;7680;0;Animalia;Aves;Psittaciformes;Psittacidae;Psittacula;echo;I;Mauritius;;Mauritius Parakeet
Tragopan blythii;299.0;16;13000;0;Animalia;Aves;Galliformes;Phasianidae;Tragopan;blythii;I;Bhutan,China,India,Myanmar;;Blyth's Tragopan
Ciconia boyciana;294.0;9;66200;0;Animalia;Aves;Ciconiiformes;Ciconiidae;Ciconia;boyciana;I;Bangladesh,China,Democratic People's Republic of Korea,Hong Kong, SAR,India,Japan,Mongolia,Republic of Korea,Russian Federation,Taiwan, Province of China;; Oriental Stork
Ciconia boyciana;294.0;9;66200;0;Animalia;Aves;Ciconiiformes;Ciconiidae;Ciconia;boyciana;I;Bangladesh,China,Democratic People's Republic of Korea,Hong Kong, SAR,India,Japan,Mongolia,Republic of Korea,Russian Federation,Taiwan, Province of China;; Oriental White Stork
Bubalus depressicornis;293.0;12;39600;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bubalus;depressicornis;I;Indonesia;;Anoa
Bubalus depressicornis;293.0;12;39600;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bubalus;depressicornis;I;Indonesia;; Lowland Anoa
Cacatua moluccensis;280.0;28;62000;0;Animalia;Aves;Psittaciformes;Cacatuidae;Cacatua;moluccensis;I;Indonesia;;Moluccan Cockatoo
Cacatua moluccensis;280.0;28;62000;0;Animalia;Aves;Psittaciformes;Cacatuidae;Cacatua;moluccensis;I;Indonesia;; Salmon-crested Cockatoo
Leontopithecus chrysomelas;277.0;12;29200;0;Animalia;Mammalia;Primates;Cebidae;Leontopithecus;chrysomelas;I;Brazil;;Golden-headed Lion Tamarin
Polyplectron napoleonis;277.0;7;13600;0;Animalia;Aves;Galliformes;Phasianidae;Polyplectron;napoleonis;I;Philippines;; Palawan Peacock-Pheasant
Brachylophus fasciatus;276.0;2;28200;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;fasciatus;I;Fiji;;Fiji Banded Iguana
Muntiacus crinifrons;273.0;2;13300;0;Animalia;Mammalia;Artiodactyla;Cervidae;Muntiacus;crinifrons;I;China,Myanmar;;Black Muntjac
Amazona guildingii;265.0;7;21500;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;guildingii;I;Saint Vincent and the Grenadines;;Saint Vincent Amazon
Amazona guildingii;265.0;7;21500;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;guildingii;I;Saint Vincent and the Grenadines;; Saint Vincent Parrot
Amazona guildingii;265.0;7;21500;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;guildingii;I;Saint Vincent and the Grenadines;; St vincent amazon
Amazona guildingii;265.0;7;21500;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;guildingii;I;Saint Vincent and the Grenadines;; St. vincent parrot
Amazona barbadensis;264.0;5;23800;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;barbadensis;I;Aruba,Netherlands Antilles,Venezuela (Bolivarian Republic of);;Yellow-shouldered Amazon
Amazona barbadensis;264.0;5;23800;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;barbadensis;I;Aruba,Netherlands Antilles,Venezuela (Bolivarian Republic of);; Yellow-shouldered Parrot
Gazella cuvieri;260.0;8;26000;0;Animalia;Mammalia;Artiodactyla;Bovidae;Gazella;cuvieri;I;Algeria,Morocco,Tunisia,Western Sahara;;Cuvier's Gazelle
Gazella cuvieri;260.0;8;26000;0;Animalia;Mammalia;Artiodactyla;Bovidae;Gazella;cuvieri;I;Algeria,Morocco,Tunisia,Western Sahara;; Idmi
Grus monacha;255.0;8;36800;0;Animalia;Aves;Gruiformes;Gruidae;Grus;monacha;I;China,Democratic People's Republic of Korea,India,Japan,Kazakhstan,Mongolia,Republic of Korea,Russian Federation,Taiwan, Province of China;;Hooded Crane
Morenia ocellata;245.0;8;6010;0;Animalia;Reptilia;Testudines;Geoemydidae;Morenia;ocellata;I;Myanmar;; Burmese Eyed Turtle
Morenia ocellata;245.0;8;6010;0;Animalia;Reptilia;Testudines;Geoemydidae;Morenia;ocellata;I;Myanmar;; Peacock Turtle
Morenia ocellata;245.0;8;6010;0;Animalia;Reptilia;Testudines;Geoemydidae;Morenia;ocellata;I;Myanmar;; Swamp Turtle
Saussurea costus;243.0;14;79500;0;Plantae;;Asterales;Compositae;Saussurea;costus;I;India,Pakistan;;Aucklandia
Saussurea costus;243.0;14;79500;0;Plantae;;Asterales;Compositae;Saussurea;costus;I;India,Pakistan;; Costus Root
Saussurea costus;243.0;14;79500;0;Plantae;;Asterales;Compositae;Saussurea;costus;I;India,Pakistan;; Kuth
Varanus griseus;240.0;15;46300;0;Animalia;Reptilia;Sauria;Varanidae;Varanus;griseus;I;Algeria,Burkina Faso,Cameroon,Egypt,India,Iraq,Israel,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Lebanon,Libya,Mali,Mauritania,Morocco,Niger,Oman,Pakistan,Qatar,Saudi Arabia,Sudan,Syrian Arab Republic,Tajikistan,Tunisia,Turkey,Turkmenistan,United Arab Emirates,Uzbekistan,Western Sahara,Yemen;; Agra Monitor
Varanus griseus;240.0;15;46300;0;Animalia;Reptilia;Sauria;Varanidae;Varanus;griseus;I;Algeria,Burkina Faso,Cameroon,Egypt,India,Iraq,Israel,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Lebanon,Libya,Mali,Mauritania,Morocco,Niger,Oman,Pakistan,Qatar,Saudi Arabia,Sudan,Syrian Arab Republic,Tajikistan,Tunisia,Turkey,Turkmenistan,United Arab Emirates,Uzbekistan,Western Sahara,Yemen;; Desert Monitor
Varanus griseus;240.0;15;46300;0;Animalia;Reptilia;Sauria;Varanidae;Varanus;griseus;I;Algeria,Burkina Faso,Cameroon,Egypt,India,Iraq,Israel,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Lebanon,Libya,Mali,Mauritania,Morocco,Niger,Oman,Pakistan,Qatar,Saudi Arabia,Sudan,Syrian Arab Republic,Tajikistan,Tunisia,Turkey,Turkmenistan,United Arab Emirates,Uzbekistan,Western Sahara,Yemen;; Grey Monitor
Caprolagus hispidus;237.0;15;28700;0;Animalia;Mammalia;Lagomorpha;Leporidae;Caprolagus;hispidus;I;Bangladesh,Bhutan,India,Nepal;;Assam Rabbit
Caprolagus hispidus;237.0;15;28700;0;Animalia;Mammalia;Lagomorpha;Leporidae;Caprolagus;hispidus;I;Bangladesh,Bhutan,India,Nepal;; Hispid Hare
