gl_hits;scientific_name;Charisma;Kingdom;Class;Order;Family;Genus;Species;Listing;NativeDistributionFullNames;Extinct_Distribution
30300;Ovis vignei;0;Animalia;Mammalia;Artiodactyla;Bovidae;Ovis;vignei;I;India,Pakistan;
29700;Houbaropsis bengalensis;0;Animalia;Aves;Gruiformes;Otididae;Houbaropsis;bengalensis;I;India,Nepal,Viet Nam;Bangladesh
29400;Amazona vinacea;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;vinacea;I;Argentina,Brazil,Paraguay;
29200;Carduelis cucullata;0;Animalia;Aves;Passeriformes;Fringillidae;Carduelis;cucullata;I;Colombia,Guyana,Venezuela (Bolivarian Republic of);Trinidad and Tobago
29200;Leontopithecus chrysomelas;0;Animalia;Mammalia;Primates;Cebidae;Leontopithecus;chrysomelas;I;Brazil;
29000;Lasiorhinus krefftii;0;Animalia;Mammalia;Diprotodontia;Vombatidae;Lasiorhinus;krefftii;I;Australia;
28800;Anodorhynchus leari;0;Animalia;Aves;Psittaciformes;Psittacidae;Anodorhynchus;leari;I;Brazil;
28700;Pyxis arachnoides;0;Animalia;Reptilia;Testudines;Testudinidae;Pyxis;arachnoides;I;Madagascar;
28700;Caprolagus hispidus;0;Animalia;Mammalia;Lagomorpha;Leporidae;Caprolagus;hispidus;I;Bangladesh,Bhutan,India,Nepal;
28500;Atelopus zeteki;0;Animalia;Amphibia;Anura;Bufonidae;Atelopus;zeteki;I;Panama;
28400;Cacajao calvus;0;Animalia;Mammalia;Primates;Pitheciidae;Cacajao;calvus;I;Brazil,Peru;
28400;Asarcornis scutulata;0;Animalia;Aves;Anseriformes;Anatidae;Asarcornis;scutulata;I;Bangladesh,Cambodia,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand,Viet Nam;
28300;Capricornis sumatraensis;0;Animalia;Mammalia;Artiodactyla;Bovidae;Capricornis;sumatraensis;I;Indonesia,Malaysia,Thailand;
28200;Brachylophus fasciatus;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;fasciatus;I;Fiji;
28100;Hapalemur griseus;0;Animalia;Mammalia;Primates;Lemuridae;Hapalemur;griseus;I;Madagascar;
28100;Eubalaena japonica;0;Animalia;Mammalia;Cetacea;Balaenidae;Eubalaena;japonica;I;Canada,China,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,Taiwan, Province of China,United States of America;
27400;Phoebastria albatrus;0;Animalia;Aves;Procellariiformes;Diomedeidae;Phoebastria;albatrus;I;Canada,China,Democratic People's Republic of Korea,Japan,Marshall Islands,Mexico,Micronesia (Federated States of),Republic of Korea,Russian Federation,Taiwan, Province of China,United States of America;
27400;Amazona viridigenalis;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;viridigenalis;I;Mexico;
27200;Rucervus duvaucelii;0;Animalia;Mammalia;Artiodactyla;Cervidae;Rucervus;duvaucelii;I;Bhutan,India,Nepal;Bangladesh,Pakistan
26900;Ognorhynchus icterotis;0;Animalia;Aves;Psittaciformes;Psittacidae;Ognorhynchus;icterotis;I;Colombia,Ecuador;
26500;Callithrix aurita;0;Animalia;Mammalia;Primates;Cebidae;Callithrix;aurita;I;Brazil;
26400;Pterocnemia pennata;0;Animalia;Aves;Rheiformes;Rheidae;Pterocnemia;pennata;I;Argentina,Bolivia (Plurinational State of),Chile,Peru;
26000;Gazella cuvieri;0;Animalia;Mammalia;Artiodactyla;Bovidae;Gazella;cuvieri;I;Algeria,Morocco,Tunisia,Western Sahara;
26000;Rhodonessa caryophyllacea;0;Animalia;Aves;Anseriformes;Anatidae;Rhodonessa;caryophyllacea;I;;Bangladesh,India,Nepal
25900;Nanger dama;0;Animalia;Mammalia;Artiodactyla;Bovidae;Nanger;dama;I;Algeria,Chad,Egypt,Mali,Morocco,Niger;Libya,Mauritania,Senegal,Tunisia
25900;Saguinus bicolor;0;Animalia;Mammalia;Primates;Cebidae;Saguinus;bicolor;I;Brazil;
25900;Bettongia penicillata;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;penicillata;I;Australia;
25900;Gazella leptoceros;0;Animalia;Mammalia;Artiodactyla;Bovidae;Gazella;leptoceros;I;Algeria,Chad,Egypt,Libya,Mali,Niger,Sudan,Tunisia;
25600;Cheirogaleus medius;0;Animalia;Mammalia;Primates;Cheirogaleidae;Cheirogaleus;medius;I;Madagascar;
25400;Mycteria cinerea;0;Animalia;Aves;Ciconiiformes;Ciconiidae;Mycteria;cinerea;I;Cambodia,Indonesia,Malaysia,Viet Nam;Thailand
25400;Rhynochetos jubatus;0;Animalia;Aves;Gruiformes;Rhynochetidae;Rhynochetos;jubatus;I;New Caledonia;
25400;Cacatua haematuropygia;0;Animalia;Aves;Psittaciformes;Cacatuidae;Cacatua;haematuropygia;I;Philippines;
24800;Neophema chrysogaster;0;Animalia;Aves;Psittaciformes;Psittacidae;Neophema;chrysogaster;I;Australia;
24800;Eulemur coronatus;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;coronatus;I;Madagascar;
24700;Nycticebus pygmaeus;0;Animalia;Mammalia;Primates;Lorisidae;Nycticebus;pygmaeus;I;China,Lao People's Democratic Republic,Viet Nam;
24200;Microcebus rufus;0;Animalia;Mammalia;Primates;Cheirogaleidae;Microcebus;rufus;I;Madagascar;
24100;Saguinus geoffroyi;0;Animalia;Mammalia;Primates;Cebidae;Saguinus;geoffroyi;I;Colombia,Costa Rica,Honduras,Panama;
24000;Hylobates pileatus;0;Animalia;Mammalia;Primates;Hylobatidae;Hylobates;pileatus;I;Cambodia,Lao People's Democratic Republic,Thailand,Viet Nam;
23900;Varanus nebulosus;0;Animalia;Reptilia;Sauria;Varanidae;Varanus;nebulosus;I;Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand,Viet Nam;
23800;Amazona barbadensis;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;barbadensis;I;Aruba,Netherlands Antilles,Venezuela (Bolivarian Republic of);
23600;Oreonax flavicauda;0;Animalia;Mammalia;Primates;Atelidae;Oreonax;flavicauda;I;Brazil,Peru;
23500;Trachypithecus pileatus;0;Animalia;Mammalia;Primates;Cercopithecidae;Trachypithecus;pileatus;I;Bangladesh,Bhutan,India,Myanmar;
23500;Chelonoidis niger;0;Animalia;Reptilia;Testudines;Testudinidae;Chelonoidis;niger;I;Ecuador;
23400;Hippocamelus antisensis;0;Animalia;Mammalia;Artiodactyla;Cervidae;Hippocamelus;antisensis;I;Argentina,Bolivia (Plurinational State of),Chile,Ecuador,Peru;
23200;Dama dama mesopotamica;0;Animalia;Mammalia;Artiodactyla;Cervidae;Dama;dama;I;Iran (Islamic Republic of),Iraq;Israel,Jordan,Lebanon
23100;Naemorhedus goral;0;Animalia;Mammalia;Artiodactyla;Bovidae;Naemorhedus;goral;I;Bhutan,China,India,Nepal,Pakistan;
23000;Lagostrophus fasciatus;0;Animalia;Mammalia;Diprotodontia;Macropodidae;Lagostrophus;fasciatus;I;Australia;
22900;Leopardus jacobita;0;Animalia;Mammalia;Carnivora;Felidae;Leopardus;jacobita;I;Argentina,Bolivia (Plurinational State of),Chile,Peru;
22800;Amazona finschi;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;finschi;I;Mexico;
22500;Ursus arctos isabellinus;0;Animalia;Mammalia;Carnivora;Ursidae;Ursus;arctos;I/II;Afghanistan,China,India,Kazakhstan,Kyrgyzstan,Mongolia,Nepal,Pakistan,Tajikistan,Uzbekistan;
22500;Ursus arctos isabellinus;0;Animalia;Mammalia;Carnivora;Ursidae;Ursus;arctos;I/II;Afghanistan,China,India,Kazakhstan,Kyrgyzstan,Mongolia,Nepal,Pakistan,Tajikistan,Uzbekistan;
22500;Ursus arctos isabellinus;0;Animalia;Mammalia;Carnivora;Ursidae;Ursus;arctos;I/II;Afghanistan,China,India,Kazakhstan,Kyrgyzstan,Mongolia,Nepal,Pakistan,Tajikistan,Uzbekistan;
22400;Ardeotis nigriceps;0;Animalia;Aves;Gruiformes;Otididae;Ardeotis;nigriceps;I;India,Pakistan;
22200;Bubalus mindorensis;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bubalus;mindorensis;I;Philippines;
22200;Syrmaticus mikado;0;Animalia;Aves;Galliformes;Phasianidae;Syrmaticus;mikado;I;Taiwan, Province of China;
22200;Eulemur rubriventer;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;rubriventer;I;Madagascar;
22100;Moschus chrysogaster;0;Animalia;Mammalia;Artiodactyla;Moschidae;Moschus;chrysogaster;I/II;Bhutan,China,India,Nepal;
21900;Prionailurus planiceps;0;Animalia;Mammalia;Carnivora;Felidae;Prionailurus;planiceps;I;Brunei Darussalam,Indonesia,Malaysia,Myanmar,Thailand;
21800;Balaenoptera omurai;0;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;omurai;I;Brazil,Cocos (Keeling) Islands,Japan;
21700;Amazona brasiliensis;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;brasiliensis;I;Brazil,Uruguay;
21600;Saguinus leucopus;0;Animalia;Mammalia;Primates;Cebidae;Saguinus;leucopus;I;Colombia;
21500;Amazona guildingii;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;guildingii;I;Saint Vincent and the Grenadines;
21200;Microcebus berthae;0;Animalia;Mammalia;Primates;Cheirogaleidae;Microcebus;berthae;I;Madagascar;
21200;Primolius maracana;0;Animalia;Aves;Psittaciformes;Psittacidae;Primolius;maracana;I;Brazil,Paraguay;Argentina
21200;Eulemur mongoz;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;mongoz;I;Comoros,Madagascar;
21200;Probarbus jullieni;0;Animalia;Actinopteri;Cypriniformes;Cyprinidae;Probarbus;jullieni;I;Cambodia,Lao People's Democratic Republic,Malaysia,Thailand,Viet Nam;
21200;Cacatua goffiniana;0;Animalia;Aves;Psittaciformes;Cacatuidae;Cacatua;goffiniana;I;Indonesia,Solomon Islands;
21100;Astrochelys yniphora;0;Animalia;Reptilia;Testudines;Testudinidae;Astrochelys;yniphora;I;Madagascar;
21100;Hylobates muelleri;0;Animalia;Mammalia;Primates;Hylobatidae;Hylobates;muelleri;I;Brunei Darussalam,Indonesia,Malaysia;
20900;Lophura swinhoii;0;Animalia;Aves;Galliformes;Phasianidae;Lophura;swinhoii;I;Taiwan, Province of China;
20800;Monachus tropicalis;0;Animalia;Mammalia;Carnivora;Phocidae;Monachus;tropicalis;I;;Bahamas,Colombia,Cuba,Guadeloupe,Haiti,Honduras,Jamaica,Mexico,Puerto Rico,United States of America
20700;Arctocephalus townsendi;0;Animalia;Mammalia;Carnivora;Otariidae;Arctocephalus;townsendi;I;Mexico,United States of America;
20500;Telmatobius culeus;0;Animalia;Amphibia;Anura;Telmatobiidae;Telmatobius;culeus;I;Bolivia (Plurinational State of),Peru;
20500;Bos sauveli;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
20300;Syrmaticus humiae;0;Animalia;Aves;Galliformes;Phasianidae;Syrmaticus;humiae;I;China,India,Myanmar,Thailand;
20200;Xanthopsar flavus;0;Animalia;Aves;Passeriformes;Icteridae;Xanthopsar;flavus;I;Argentina,Brazil,Paraguay,Uruguay;
20200;Tragopan melanocephalus;0;Animalia;Aves;Galliformes;Phasianidae;Tragopan;melanocephalus;I;India,Pakistan;
20100;Geochelone platynota;0;Animalia;Reptilia;Testudines;Testudinidae;Geochelone;platynota;I;Myanmar;
20000;Cercocebus galeritus;0;Animalia;Mammalia;Primates;Cercopithecidae;Cercocebus;galeritus;I;Kenya;
19800;Gallotia simonyi;0;Animalia;Reptilia;Sauria;Lacertidae;Gallotia;simonyi;I;Spain;
19500;Sus salvanius;0;Animalia;Mammalia;Artiodactyla;Suidae;Sus;salvanius;I;Bhutan,India;Bangladesh,Nepal
19500;Fregata andrewsi;0;Animalia;Aves;Pelecaniformes;Fregatidae;Fregata;andrewsi;I;Australia,Brunei Darussalam,China,Christmas Island,Cocos (Keeling) Islands,Hong Kong, SAR,India,Indonesia,Japan,Kenya,Malaysia,Singapore,Sri Lanka,Thailand,Timor-Leste,Viet Nam;
19300;Larus relictus;0;Animalia;Aves;Charadriiformes;Laridae;Larus;relictus;I;China,Hong Kong, SAR,Japan,Kazakhstan,Mongolia,Republic of Korea,Russian Federation,Viet Nam;
18900;Aloe pillansii;0;Plantae;;Liliales;Liliaceae;Aloe;pillansii;I;Namibia,South Africa;
18700;Falco jugger;0;Animalia;Aves;Falconiformes;Falconidae;Falco;jugger;I;Afghanistan,Bangladesh,India,Iran (Islamic Republic of),Kazakhstan,Myanmar,Nepal,Pakistan,Tajikistan,Turkmenistan,Viet Nam;
18700;Falco punctatus;0;Animalia;Aves;Falconiformes;Falconidae;Falco;punctatus;I;Mauritius;
18600;Catreus wallichii;0;Animalia;Aves;Galliformes;Phasianidae;Catreus;wallichii;I;India,Nepal,Pakistan;
18500;Manis tricuspis;0;Animalia;Mammalia;Pholidota;Manidae;Manis;tricuspis;I;Angola,Benin,Cameroon,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Ghana,Guinea,Kenya,Liberia,Nigeria,Rwanda,Sierra Leone,South Sudan,Togo,Uganda,Zambia;
18300;Allocebus trichotis;0;Animalia;Mammalia;Primates;Cheirogaleidae;Allocebus;trichotis;I;Madagascar;
18200;Pristis microdon;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Pristis;microdon;I;Australia,Bangladesh,Belize,Brazil,Cambodia,Colombia,Costa Rica,French Guiana [FR],Gambia,Guatemala,Guinea Bissau,Honduras,India,Indonesia,Kenya,Madagascar,Malaysia,Mauritius,Mexico,Mozambique,Nicaragua,Panama,Papua New Guinea,Philippines,Senegal,South Africa,Sri Lanka,Suriname,Thailand,Viet Nam,Zimbabwe;Réunion
18200;Crocodylus cataphractus;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;cataphractus;I;Angola,Benin,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Liberia,Mali,Mauritania,Nigeria,Senegal,Sierra Leone,Togo,United Republic of Tanzania,Zambia;
18100;Acrantophis dumerili;0;Animalia;Reptilia;Serpentes;Boidae;Acrantophis;dumerili;I;Madagascar;
17800;Boa constrictor occidentalis;0;Animalia;Reptilia;Serpentes;Boidae;Boa;constrictor;I;Argentina,Paraguay;
17800;Amazona pretrei;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;pretrei;I;Argentina,Brazil,Paraguay;
17600;Equus hemionus khur;0;Animalia;Mammalia;Perissodactyla;Equidae;Equus;hemionus;I;India,Pakistan;
17500;Amazona imperialis;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;imperialis;I;Dominica;
17500;Amazona versicolor;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;versicolor;I;Saint Lucia;
17300;Manis temminckii;0;Animalia;Mammalia;Pholidota;Manidae;Manis;temminckii;I;Angola,Botswana,Central African Republic,Chad,Eswatini,Ethiopia,Kenya,Lesotho,Malawi,Mozambique,Namibia,Rwanda,South Africa,South Sudan,Sudan,Uganda,United Republic of Tanzania,Zambia,Zimbabwe;
17200;Glyptemys muhlenbergii;0;Animalia;Reptilia;Testudines;Emydidae;Glyptemys;muhlenbergii;I;United States of America;
17100;Geoclemys hamiltonii;0;Animalia;Reptilia;Testudines;Geoemydidae;Geoclemys;hamiltonii;I;Bangladesh,India,Nepal,Pakistan;
17000;Tetraogallus tibetanus;0;Animalia;Aves;Galliformes;Phasianidae;Tetraogallus;tibetanus;I;Afghanistan,Bhutan,China,India,Myanmar,Nepal,Tajikistan;
16900;Amazona rhodocorytha;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;rhodocorytha;I;Brazil;
16800;Pseudochelidon sirintarae;0;Animalia;Aves;Passeriformes;Hirundinidae;Pseudochelidon;sirintarae;I;Thailand;
16800;Nycticebus bengalensis;0;Animalia;Mammalia;Primates;Lorisidae;Nycticebus;bengalensis;I;Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Myanmar,Thailand,Viet Nam;
16700;Terrapene coahuila;0;Animalia;Reptilia;Testudines;Emydidae;Terrapene;coahuila;I;Mexico;
16600;Trachypithecus geei;0;Animalia;Mammalia;Primates;Cercopithecidae;Trachypithecus;geei;I;Bhutan,India;
16600;Pristis zijsron;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Pristis;zijsron;I;Australia,Cambodia,China,India,Indonesia,Malaysia,Mauritius,Mozambique,Oman,Pakistan,Papua New Guinea,Philippines,South Africa,Sri Lanka,Thailand,Viet Nam;
16600;Encephalartos natalensis;0;Plantae;;Cycadales;Zamiaceae;Encephalartos;natalensis;I;South Africa;
16500;Neurergus kaiseri;0;Animalia;Amphibia;Caudata;Salamandridae;Neurergus;kaiseri;I;Iran (Islamic Republic of);
16400;Anodorhynchus glaucus;0;Animalia;Aves;Psittaciformes;Psittacidae;Anodorhynchus;glaucus;I;Argentina,Brazil;Paraguay,Uruguay
16200;Nomascus concolor;0;Animalia;Mammalia;Primates;Hylobatidae;Nomascus;concolor;I;China,Lao People's Democratic Republic,Viet Nam;
16200;Axis kuhlii;0;Animalia;Mammalia;Artiodactyla;Cervidae;Axis;kuhlii;I;Indonesia;
16000;Leontopithecus chrysopygus;0;Animalia;Mammalia;Primates;Cebidae;Leontopithecus;chrysopygus;I;Brazil;
15900;Babyrousa celebensis;0;Animalia;Mammalia;Artiodactyla;Suidae;Babyrousa;celebensis;I;Indonesia;
15900;Gopherus flavomarginatus;0;Animalia;Reptilia;Testudines;Testudinidae;Gopherus;flavomarginatus;I;Mexico;
15900;Avahi laniger;0;Animalia;Mammalia;Primates;Indriidae;Avahi;laniger;I;Madagascar;
15800;Mauremys annamensis;0;Animalia;Reptilia;Testudines;Geoemydidae;Mauremys;annamensis;I;Viet Nam;
15800;Sousa plumbea;0;Animalia;Mammalia;Cetacea;Delphinidae;Sousa;plumbea;I;Bahrain,Bangladesh,Comoros,Djibouti,Egypt,Eritrea,Ethiopia,India,Iran (Islamic Republic of),Iraq,Kenya,Kuwait,Madagascar,Malaysia,Mozambique,Myanmar,Oman,Pakistan,Papua New Guinea,Philippines,Qatar,Saudi Arabia,Somalia,South Africa,Sri Lanka,Sudan,United Arab Emirates,United Republic of Tanzania,Yemen;
15700;Bettongia tropica;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;tropica;I;Australia;
15700;Pteropus mariannus;0;Animalia;Mammalia;Chiroptera;Pteropodidae;Pteropus;mariannus;I;Guam,Northern Mariana Islands;
15600;Hapalemur aureus;0;Animalia;Mammalia;Primates;Lemuridae;Hapalemur;aureus;I;Madagascar;
15600;Naemorhedus caudatus;0;Animalia;Mammalia;Artiodactyla;Bovidae;Naemorhedus;caudatus;I;China,Democratic People's Republic of Korea,Republic of Korea,Russian Federation;
15500;Bettongia lesueur;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
15500;Lophura edwardsi;0;Animalia;Aves;Galliformes;Phasianidae;Lophura;edwardsi;I;Viet Nam;
15300;Tragopan caboti;0;Animalia;Aves;Galliformes;Phasianidae;Tragopan;caboti;I;China;
15300;Anoxypristis cuspidata;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;I;Australia,Bangladesh,Cambodia,China,Egypt,India,Indonesia,Iran (Islamic Republic of),Iraq,Japan,Oman,Pakistan,Papua New Guinea,Philippines,Singapore,Sri Lanka,Taiwan, Province of China,Viet Nam;
15100;Bettongia gaimardi;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;gaimardi;I;Australia;
15100;Varanus flavescens;0;Animalia;Reptilia;Sauria;Varanidae;Varanus;flavescens;I;Bangladesh,India,Nepal,Pakistan;
15100;Sousa teuszii;0;Animalia;Mammalia;Cetacea;Delphinidae;Sousa;teuszii;I;Angola,Benin,Cameroon,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Guinea,Guinea Bissau,Liberia,Mauritania,Morocco,Senegal,Sierra Leone,Western Sahara;
15000;Tetraogallus caspius;0;Animalia;Aves;Galliformes;Phasianidae;Tetraogallus;caspius;I;Armenia,Azerbaijan,Georgia,Iran (Islamic Republic of),Iraq,Turkey,Turkmenistan;
15000;Lagorchestes hirsutus;0;Animalia;Mammalia;Diprotodontia;Macropodidae;Lagorchestes;hirsutus;I;Australia;
14800;Rhynchopsitta pachyrhyncha;0;Animalia;Aves;Psittaciformes;Psittacidae;Rhynchopsitta;pachyrhyncha;I;Mexico;
14700;Pezoporus occidentalis;0;Animalia;Aves;Psittaciformes;Psittacidae;Pezoporus;occidentalis;I;Australia;
14600;Penelope albipennis;0;Animalia;Aves;Galliformes;Cracidae;Penelope;albipennis;I;Peru;
14600;Pristis clavata;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Pristis;clavata;I;Australia;
14600;Perameles bougainville;0;Animalia;Mammalia;Peramelemorphia;Peramelidae;Perameles;bougainville;I;Australia;
14500;Picathartes oreas;0;Animalia;Aves;Passeriformes;Muscicapidae;Picathartes;oreas;I;Cameroon,Congo,Equatorial Guinea,Gabon,Nigeria;
14300;Pteropus samoensis;0;Animalia;Mammalia;Chiroptera;Pteropodidae;Pteropus;samoensis;I;American Samoa,Fiji,Samoa;
14300;Stangeria eriopus;0;Plantae;;Cycadales;Stangeriaceae;Stangeria;eriopus;I;Eswatini,Mozambique,South Africa;
14200;Primolius couloni;0;Animalia;Aves;Psittaciformes;Psittacidae;Primolius;couloni;I;Bolivia (Plurinational State of),Peru;
14000;Onychogalea fraenata;0;Animalia;Mammalia;Diprotodontia;Macropodidae;Onychogalea;fraenata;I;Australia;
14000;Manis culionensis;0;Animalia;Mammalia;Pholidota;Manidae;Manis;culionensis;I;Philippines;
14000;Semnopithecus dussumieri;0;Animalia;Mammalia;Primates;Cercopithecidae;Semnopithecus;dussumieri;I;India;
13900;Crax blumenbachii;0;Animalia;Aves;Galliformes;Cracidae;Crax;blumenbachii;I;Brazil;
13900;Piliocolobus kirkii;0;Animalia;Mammalia;Primates;Cercopithecidae;Piliocolobus;kirkii;I;United Republic of Tanzania;
13800;Pipile jacutinga;0;Animalia;Aves;Galliformes;Cracidae;Pipile;jacutinga;I;Argentina,Brazil,Paraguay;
13700;Tyto soumagnei;0;Animalia;Aves;Strigiformes;Tytonidae;Tyto;soumagnei;I;Madagascar;
13600;Polyplectron napoleonis;0;Animalia;Aves;Galliformes;Phasianidae;Polyplectron;napoleonis;I;Philippines;
13400;Pionopsitta pileata;0;Animalia;Aves;Psittaciformes;Psittacidae;Pionopsitta;pileata;I;Argentina,Brazil,Paraguay;
13400;Papasula abbotti;0;Animalia;Aves;Pelecaniformes;Sulidae;Papasula;abbotti;I;Australia,Christmas Island,Indonesia;Mauritius,Seychelles
13300;Muntiacus crinifrons;0;Animalia;Mammalia;Artiodactyla;Cervidae;Muntiacus;crinifrons;I;China,Myanmar;
13300;Manis gigantea;0;Animalia;Mammalia;Pholidota;Manidae;Manis;gigantea;I;Angola,Cameroon,Chad,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Ghana,Guinea,Kenya,Liberia,Niger,Rwanda,Senegal,Sierra Leone,Uganda;
13300;Rhinopithecus strykeri;0;Animalia;Mammalia;Primates;Cercopithecidae;Rhinopithecus;strykeri;I;Myanmar;
13200;Sousa sahulensis;0;Animalia;Mammalia;Cetacea;Delphinidae;Sousa;sahulensis;I;Australia,Indonesia,Papua New Guinea;
13100;Psephotus chrysopterygius;0;Animalia;Aves;Psittaciformes;Psittacidae;Psephotus;chrysopterygius;I;Australia;
13100;Prionodon pardicolor;0;Animalia;Mammalia;Carnivora;Viverridae;Prionodon;pardicolor;I;Cambodia,China,India,Lao People's Democratic Republic,Myanmar,Nepal,Thailand,Viet Nam;
13000;Tragopan blythii;0;Animalia;Aves;Galliformes;Phasianidae;Tragopan;blythii;I;Bhutan,China,India,Myanmar;
13000;Psephotus dissimilis;0;Animalia;Aves;Psittaciformes;Psittacidae;Psephotus;dissimilis;I;Australia;
13000;Acrantophis madagascariensis;0;Animalia;Reptilia;Serpentes;Boidae;Acrantophis;madagascariensis;I;Madagascar;
12900;Crossoptilon crossoptilon;0;Animalia;Aves;Galliformes;Phasianidae;Crossoptilon;crossoptilon;I;China;
12800;Brachylophus vitiensis;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;vitiensis;I;Fiji;
12800;Python molurus molurus;0;Animalia;Reptilia;Serpentes;Pythonidae;Python;molurus;I;Bangladesh,India,Nepal,Pakistan,Sri Lanka;
12700;Casarea dussumieri;0;Animalia;Reptilia;Serpentes;Bolyeriidae;Casarea;dussumieri;I;Mauritius;
12600;Syrmaticus ellioti;0;Animalia;Aves;Galliformes;Phasianidae;Syrmaticus;ellioti;I;China;
12500;Encephalartos woodii;0;Plantae;;Cycadales;Zamiaceae;Encephalartos;woodii;I;;South Africa
12500;Escobaria sneedii;0;Plantae;;Caryophyllales;Cactaceae;Escobaria;sneedii;I;Mexico,United States of America;
12500;Equus hemionus hemionus;0;Animalia;Mammalia;Perissodactyla;Equidae;Equus;hemionus;I;China,Kazakhstan,Mongolia,Russian Federation;
12400;Psammobates geometricus;0;Animalia;Reptilia;Testudines;Testudinidae;Psammobates;geometricus;I;South Africa;
12200;Batagur affinis;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
12100;Psephotus pulcherrimus;0;Animalia;Aves;Psittaciformes;Psittacidae;Psephotus;pulcherrimus;I;;Australia
12100;Anas aucklandica;0;Animalia;Aves;Anseriformes;Anatidae;Anas;aucklandica;I;New Caledonia,New Zealand;
12000;Amazona arausiaca;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;arausiaca;I;Dominica;
12000;Incilius periglenes;0;Animalia;Amphibia;Anura;Bufonidae;Incilius;periglenes;I;;Costa Rica
11800;Podilymbus gigas;0;Animalia;Aves;Podicipediformes;Podicipedidae;Podilymbus;gigas;I;;Guatemala
11600;Epicrates subflavus;0;Animalia;Reptilia;Serpentes;Boidae;Epicrates;subflavus;I;Jamaica;
11400;Pseudemydura umbrina;0;Animalia;Reptilia;Testudines;Chelidae;Pseudemydura;umbrina;I;Australia;
11300;Lophophorus lhuysii;0;Animalia;Aves;Galliformes;Phasianidae;Lophophorus;lhuysii;I;China;
11100;Picathartes gymnocephalus;0;Animalia;Aves;Passeriformes;Muscicapidae;Picathartes;gymnocephalus;I;Côte d'Ivoire,Ghana,Guinea,Liberia,Sierra Leone;
11100;Pyxis planicauda;0;Animalia;Reptilia;Testudines;Testudinidae;Pyxis;planicauda;I;Madagascar;
10900;Cotinga maculata;0;Animalia;Aves;Passeriformes;Cotingidae;Cotinga;maculata;I;Brazil;
10900;Eulemur albifrons;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;albifrons;I;Madagascar;
10900;Pipile pipile;0;Animalia;Aves;Galliformes;Cracidae;Pipile;pipile;I;Trinidad and Tobago;
10800;Epicrates inornatus;0;Animalia;Reptilia;Serpentes;Boidae;Epicrates;inornatus;I;Puerto Rico;
10800;Microcebus ravelobensis;0;Animalia;Mammalia;Primates;Cheirogaleidae;Microcebus;ravelobensis;I;Madagascar;
10700;Hylobates klossii;0;Animalia;Mammalia;Primates;Hylobatidae;Hylobates;klossii;I;Indonesia;
10700;Propithecus edwardsi;0;Animalia;Mammalia;Primates;Indriidae;Propithecus;edwardsi;I;Madagascar;
